;Gemeentenaam;month;koopprijs;difference
732;Cranendonck;5;275000.0;25000
733;Cranendonck;6;250000.0;-2000
734;Cranendonck;7;252000.0;-5500
735;Cranendonck;8;257500.0;-12000
736;Cranendonck;9;269500.0;37500
737;Cranendonck;10;232000.0;-26500
738;Cranendonck;11;258500.0;-23500
739;Cranendonck;12;282000.0;0
740;Cromstrijen;1;325000.0;116000
741;Cromstrijen;2;209000.0;-45750
742;Cromstrijen;3;254750.0;19750
743;Cromstrijen;4;235000.0;-4000
744;Cromstrijen;5;239000.0;-50500
745;Cromstrijen;6;289500.0;-92250
746;Cromstrijen;7;381750.0;71750
747;Cromstrijen;8;310000.0;51000
748;Cromstrijen;9;259000.0;26500
749;Cromstrijen;10;232500.0;13750
750;Cromstrijen;11;218750.0;-35000
751;Cromstrijen;12;253750.0;0
752;Cuijk;1;223500.0;31500
753;Cuijk;2;192000.0;-31250
754;Cuijk;3;223250.0;-11750
755;Cuijk;4;235000.0;-84000
756;Cuijk;5;319000.0;100000
757;Cuijk;6;219000.0;19000
758;Cuijk;7;200000.0;-49500
759;Cuijk;8;249500.0;32500
760;Cuijk;9;217000.0;-118000
761;Cuijk;10;335000.0;86000
762;Cuijk;11;249000.0;32000
763;Cuijk;12;217000.0;0
764;Culemborg;1;217000.0;-10250
765;Culemborg;2;227250.0;-22250
766;Culemborg;3;249500.0;-70500
767;Culemborg;4;320000.0;75000
768;Culemborg;5;245000.0;30000
769;Culemborg;6;215000.0;-162750
770;Culemborg;7;377750.0;135750
771;Culemborg;8;242000.0;-153000
772;Culemborg;9;395000.0;80000
773;Culemborg;10;315000.0;40000
774;Culemborg;11;275000.0;7750
775;Culemborg;12;267250.0;0
776;Dalfsen;1;322500.0;63500
777;Dalfsen;2;259000.0;-15500
778;Dalfsen;3;274500.0;-14500
779;Dalfsen;4;289000.0;-15000
780;Dalfsen;5;304000.0;-26000
781;Dalfsen;6;330000.0;11000
782;Dalfsen;7;319000.0;32000
783;Dalfsen;8;287000.0;-12000
784;Dalfsen;9;299000.0;-16000
785;Dalfsen;10;315000.0;47250
786;Dalfsen;11;267750.0;-66000
787;Dalfsen;12;333750.0;0
788;Dantumadiel;1;232250.0;-19750
789;Dantumadiel;2;252000.0;13000
790;Dantumadiel;3;239000.0;18000
791;Dantumadiel;4;221000.0;-8000
792;Dantumadiel;5;229000.0;-60500
793;Dantumadiel;6;289500.0;43500
794;Dantumadiel;7;246000.0;12750
795;Dantumadiel;8;233250.0;-14000
796;Dantumadiel;9;247250.0;12250
797;Dantumadiel;10;235000.0;35500
798;Dantumadiel;11;199500.0;-139500
799;Dantumadiel;12;339000.0;0
800;De Bilt;1;375000.0;-120000
801;De Bilt;2;495000.0;15000
802;De Bilt;3;480000.0;-99000
803;De Bilt;4;579000.0;44000
804;De Bilt;5;535000.0;170000
805;De Bilt;6;365000.0;26000
806;De Bilt;7;339000.0;-93500
807;De Bilt;8;432500.0;41000
808;De Bilt;9;391500.0;-6500
809;De Bilt;10;398000.0;135500
810;De Bilt;11;262500.0;-287500
811;De Bilt;12;550000.0;0
812;De Fryske Marren;1;228750.0;-750
813;De Fryske Marren;2;229500.0;-9000
814;De Fryske Marren;3;238500.0;-40500
815;De Fryske Marren;4;279000.0;34000
816;De Fryske Marren;5;245000.0;-46250
817;De Fryske Marren;6;291250.0;-750
818;De Fryske Marren;7;292000.0;82500
819;De Fryske Marren;8;209500.0;-15500
820;De Fryske Marren;9;225000.0;-44000
821;De Fryske Marren;10;269000.0;-20000
822;De Fryske Marren;11;289000.0;30000
823;De Fryske Marren;12;259000.0;0
824;De Marne;1;125000.0;-22000
825;De Marne;2;147000.0;-12000
826;De Marne;3;159000.0;-15500
827;De Marne;4;174500.0;28250
828;De Marne;5;146250.0;-43000
829;De Marne;6;189250.0;30250
830;De Marne;7;159000.0;16500
831;De Marne;8;142500.0;-7000
832;De Marne;9;149500.0;-65500
833;De Marne;10;215000.0;50750
834;De Marne;11;164250.0;-8250
835;De Marne;12;172500.0;0
836;De Ronde Venen;1;370000.0;55000
837;De Ronde Venen;2;315000.0;-154500
838;De Ronde Venen;3;469500.0;84500
839;De Ronde Venen;4;385000.0;-142000
840;De Ronde Venen;5;527000.0;39000
841;De Ronde Venen;6;488000.0;189000
842;De Ronde Venen;7;299000.0;-21000
843;De Ronde Venen;8;320000.0;-39000
844;De Ronde Venen;9;359000.0;-30000
845;De Ronde Venen;10;389000.0;39500
846;De Ronde Venen;11;349500.0;19500
847;De Ronde Venen;12;330000.0;0
848;De Wolden;1;279750.0;-49250
849;De Wolden;2;329000.0;41500
850;De Wolden;3;287500.0;38500
851;De Wolden;4;249000.0;-10500
852;De Wolden;5;259500.0;-38500
853;De Wolden;6;298000.0;-31000
854;De Wolden;7;329000.0;40000
855;De Wolden;8;289000.0;39000
856;De Wolden;9;250000.0;-57250
857;De Wolden;10;307250.0;-12250
858;De Wolden;11;319500.0;60500
859;De Wolden;12;259000.0;0
860;Delft;1;309000.0;49000
861;Delft;2;260000.0;-15000
862;Delft;3;275000.0;40000
863;Delft;4;235000.0;-5750
864;Delft;5;240750.0;-9250
865;Delft;6;250000.0;2500
866;Delft;7;247500.0;-2500
867;Delft;8;250000.0;-71000
868;Delft;9;321000.0;-16250
869;Delft;10;337250.0;72250
870;Delft;11;265000.0;-34000
871;Delft;12;299000.0;0
872;Delfzijl;1;162500.0;37500
873;Delfzijl;2;125000.0;0
874;Delfzijl;3;125000.0;-4500
875;Delfzijl;4;129500.0;11000
876;Delfzijl;5;118500.0;-19000
877;Delfzijl;6;137500.0;-25750
878;Delfzijl;7;163250.0;38750
879;Delfzijl;8;124500.0;-20250
880;Delfzijl;9;144750.0;6500
881;Delfzijl;10;138250.0;-250
882;Delfzijl;11;138500.0;13500
883;Delfzijl;12;125000.0;0
884;Den Bosch;1;298250.0;13250
885;Den Bosch;2;285000.0;0
886;Den Bosch;3;285000.0;-25000
887;Den Bosch;4;310000.0;-9000
888;Den Bosch;5;319000.0;31750
889;Den Bosch;6;287250.0;6000
890;Den Bosch;7;281250.0;-18000
891;Den Bosch;8;299250.0;-9000
892;Den Bosch;9;308250.0;19250
893;Den Bosch;10;289000.0;-36000
894;Den Bosch;11;325000.0;28000
895;Den Bosch;12;297000.0;0
896;Den Haag;1;275000.0;50
897;Den Haag;2;274950.0;5700
898;Den Haag;3;269250.0;-15750
899;Den Haag;4;285000.0;-13000
900;Den Haag;5;298000.0;10750
901;Den Haag;6;287250.0;-4750
902;Den Haag;7;292000.0;12500
903;Den Haag;8;279500.0;-50250
904;Den Haag;9;329750.0;70250
905;Den Haag;10;259500.0;-35500
906;Den Haag;11;295000.0;-4500
907;Den Haag;12;299500.0;0
908;Den Helder;1;167250.0;-4000
909;Den Helder;2;171250.0;15250
910;Den Helder;3;156000.0;-20250
911;Den Helder;4;176250.0;11250
912;Den Helder;5;165000.0;8250
913;Den Helder;6;156750.0;7250
914;Den Helder;7;149500.0;-15500
915;Den Helder;8;165000.0;-10000
916;Den Helder;9;175000.0;2500
917;Den Helder;10;172500.0;23000
918;Den Helder;11;149500.0;-12250
919;Den Helder;12;161750.0;0
920;Deurne;1;255000.0;-20000
921;Deurne;2;275000.0;-4000
922;Deurne;3;279000.0;14000
923;Deurne;4;265000.0;-74000
924;Deurne;5;339000.0;99500
925;Deurne;6;239500.0;-30000
926;Deurne;7;269500.0;-15500
927;Deurne;8;285000.0;0
928;Deurne;9;285000.0;21000
929;Deurne;10;264000.0;-14750
930;Deurne;11;278750.0;-6250
931;Deurne;12;285000.0;0
932;Deventer;1;205000.0;-20000
933;Deventer;2;225000.0;10000
934;Deventer;3;215000.0;-34500
935;Deventer;4;249500.0;10000
936;Deventer;5;239500.0;500
937;Deventer;6;239000.0;-20000
938;Deventer;7;259000.0;44000
939;Deventer;8;215000.0;-35000
940;Deventer;9;250000.0;27750
941;Deventer;10;222250.0;-25000
942;Deventer;11;247250.0;47250
943;Deventer;12;200000.0;0
944;Diemen;1;274520.0;-96552
945;Diemen;2;371072.5;-582
946;Diemen;3;371655.0;21655
947;Diemen;4;350000.0;5000
948;Diemen;5;345000.0;-4081
949;Diemen;6;349081.5;17081
950;Diemen;7;332000.0;-18000
951;Diemen;8;350000.0;37500
952;Diemen;9;312500.0;-2500
953;Diemen;10;315000.0;-74511
954;Diemen;11;389511.0;69772
955;Diemen;12;319738.5;0
956;Dinkelland;1;238500.0;-11500
957;Dinkelland;2;250000.0;21000
958;Dinkelland;3;229000.0;-110000
959;Dinkelland;4;339000.0;97000
960;Dinkelland;5;242000.0;-97000
961;Dinkelland;6;339000.0;95000
962;Dinkelland;7;244000.0;17500
963;Dinkelland;8;226500.0;-82500
964;Dinkelland;9;309000.0;71000
965;Dinkelland;10;238000.0;-308000
966;Dinkelland;11;546000.0;309000
967;Dinkelland;12;237000.0;0
968;Doesburg;1;179500.0;-8000
969;Doesburg;2;187500.0;-101500
970;Doesburg;3;289000.0;39500
971;Doesburg;4;249500.0;70000
972;Doesburg;5;179500.0;-95500
973;Doesburg;6;275000.0;-1000
974;Doesburg;7;276000.0;21750
975;Doesburg;8;254250.0;-20750
976;Doesburg;9;275000.0;-134750
977;Doesburg;10;409750.0;220250
978;Doesburg;11;189500.0;15250
979;Doesburg;12;174250.0;0
980;Doetinchem;1;225000.0;0
981;Doetinchem;2;225000.0;0
982;Doetinchem;3;225000.0;-42000
983;Doetinchem;4;267000.0;-8000
984;Doetinchem;5;275000.0;25100
985;Doetinchem;6;249900.0;13650
986;Doetinchem;7;236250.0;-11250
987;Doetinchem;8;247500.0;22500
988;Doetinchem;9;225000.0;0
989;Doetinchem;10;225000.0;-100000
990;Doetinchem;11;325000.0;65500
991;Doetinchem;12;259500.0;0
992;Dongen;1;228000.0;-92000
993;Dongen;2;320000.0;38000
994;Dongen;3;282000.0;62000
995;Dongen;4;220000.0;-29000
996;Dongen;5;249000.0;24000
997;Dongen;6;225000.0;-34000
998;Dongen;7;259000.0;40000
999;Dongen;8;219000.0;-105000
1000;Dongen;9;324000.0;60000
1001;Dongen;10;264000.0;29000
1002;Dongen;11;235000.0;-32000
1003;Dongen;12;267000.0;0
1004;Dongeradeel;1;209000.0;4500
1005;Dongeradeel;2;204500.0;-20500
1006;Dongeradeel;3;225000.0;25000
1007;Dongeradeel;4;200000.0;-36750
1008;Dongeradeel;5;236750.0;8250
1009;Dongeradeel;6;228500.0;29500
1010;Dongeradeel;7;199000.0;19000
1011;Dongeradeel;8;180000.0;-9250
1012;Dongeradeel;9;189250.0;-17750
1013;Dongeradeel;10;207000.0;29750
1014;Dongeradeel;11;177250.0;3000
1015;Dongeradeel;12;174250.0;0
1016;Dordrecht;1;219250.0;21750
1017;Dordrecht;2;197500.0;-79000
1018;Dordrecht;3;276500.0;27000
1019;Dordrecht;4;249500.0;44500
1020;Dordrecht;5;205000.0;-20000
1021;Dordrecht;6;225000.0;15000
1022;Dordrecht;7;210000.0;1250
1023;Dordrecht;8;208750.0;-6250
1024;Dordrecht;9;215000.0;-10000
1025;Dordrecht;10;225000.0;10000
1026;Dordrecht;11;215000.0;0
1027;Dordrecht;12;215000.0;0
1028;Drechterland;1;275000.0;-67000
1029;Drechterland;2;342000.0;42000
1030;Drechterland;3;300000.0;35000
1031;Drechterland;4;265000.0;2500
1032;Drechterland;5;262500.0;37500
1033;Drechterland;6;225000.0;-44500
1034;Drechterland;7;269500.0;9500
1035;Drechterland;8;260000.0;-44000
1036;Drechterland;9;304000.0;4000
1037;Drechterland;10;300000.0;25000
1038;Drechterland;11;275000.0;46000
1039;Drechterland;12;229000.0;0
1040;Drimmelen;1;259000.0;-51000
1041;Drimmelen;2;310000.0;60000
1042;Drimmelen;3;250000.0;-7500
1043;Drimmelen;4;257500.0;-17500
1044;Drimmelen;5;275000.0;-35000
1045;Drimmelen;6;310000.0;61500
1046;Drimmelen;7;248500.0;-6000
1047;Drimmelen;8;254500.0;-70500
1048;Drimmelen;9;325000.0;38000
1049;Drimmelen;10;287000.0;53750
1050;Drimmelen;11;233250.0;-35750
1051;Drimmelen;12;269000.0;0
1052;Dronten;1;250000.0;35500
1053;Dronten;2;214500.0;-500
1054;Dronten;3;215000.0;-1500
1055;Dronten;4;216500.0;-8500
1056;Dronten;5;225000.0;10000
1057;Dronten;6;215000.0;-4900
1058;Dronten;7;219900.0;2400
1059;Dronten;8;217500.0;-21500
1060;Dronten;9;239000.0;4000
1061;Dronten;10;235000.0;-4250
1062;Dronten;11;239250.0;20500
1063;Dronten;12;218750.0;0
1064;Druten;1;250000.0;-72250
1065;Druten;2;322250.0;27250
1066;Druten;3;295000.0;22500
1067;Druten;4;272500.0;37500
1068;Druten;5;235000.0;27500
1069;Druten;6;207500.0;-42500
1070;Druten;7;250000.0;5500
1071;Druten;8;244500.0;-5500
1072;Druten;9;250000.0;-56500
1073;Druten;10;306500.0;79500
1074;Druten;11;227000.0;-171000
1075;Druten;12;398000.0;0
1076;Duiven;1;212250.0;-67250
1077;Duiven;2;279500.0;62000
1078;Duiven;3;217500.0;-24750
1079;Duiven;4;242250.0;14750
1080;Duiven;5;227500.0;8000
1081;Duiven;6;219500.0;-5500
1082;Duiven;7;225000.0;31000
1083;Duiven;8;194000.0;4500
1084;Duiven;9;189500.0;-10500
1085;Duiven;10;200000.0;-50000
1086;Duiven;11;250000.0;45000
1087;Duiven;12;205000.0;0
1088;Echt-Susteren;1;275000.0;10500
1089;Echt-Susteren;2;264500.0;65500
1090;Echt-Susteren;3;199000.0;-37000
1091;Echt-Susteren;4;236000.0;16500
1092;Echt-Susteren;5;219500.0;-13750
1093;Echt-Susteren;6;233250.0;-26000
1094;Echt-Susteren;7;259250.0;-4750
1095;Echt-Susteren;8;264000.0;45000
1096;Echt-Susteren;9;219000.0;-31000
1097;Echt-Susteren;10;250000.0;1000
1098;Echt-Susteren;11;249000.0;-20000
1099;Echt-Susteren;12;269000.0;0
1100;Edam-Volendam;1;299000.0;-1000
1101;Edam-Volendam;2;300000.0;-9500
1102;Edam-Volendam;3;309500.0;15000
1103;Edam-Volendam;4;294500.0;-1500
1104;Edam-Volendam;5;296000.0;-4000
1105;Edam-Volendam;6;300000.0;13000
1106;Edam-Volendam;7;287000.0;-11000
1107;Edam-Volendam;8;298000.0;-71750
1108;Edam-Volendam;9;369750.0;79000
1109;Edam-Volendam;10;290750.0;21750
1110;Edam-Volendam;11;269000.0;-48000
1111;Edam-Volendam;12;317000.0;0
1112;Ede;1;249000.0;4000
1113;Ede;2;245000.0;-19500
1114;Ede;3;264500.0;14750
1115;Ede;4;249750.0;8750
1116;Ede;5;241000.0;-34000
1117;Ede;6;275000.0;40500
1118;Ede;7;234500.0;-7250
1119;Ede;8;241750.0;-44750
1120;Ede;9;286500.0;40000
1121;Ede;10;246500.0;-39400
1122;Ede;11;285900.0;900
1123;Ede;12;285000.0;0
1124;Eemnes;1;312000.0;17500
1125;Eemnes;2;294500.0;-44500
1126;Eemnes;3;339000.0;-70000
1127;Eemnes;4;409000.0;34000
1128;Eemnes;5;375000.0;36000
1129;Eemnes;6;339000.0;39500
1130;Eemnes;7;299500.0;-163000
1131;Eemnes;8;462500.0;-24750
1132;Eemnes;9;487250.0;138250
1133;Eemnes;10;349000.0;-148000
1134;Eemnes;11;497000.0;15000
1135;Eemnes;12;482000.0;0
1136;Eemsmond;1;235500.0;50500
1137;Eemsmond;2;185000.0;31750
1138;Eemsmond;3;153250.0;-35750
1139;Eemsmond;4;189000.0;23000
1140;Eemsmond;5;166000.0;31500
1141;Eemsmond;6;134500.0;-13000
1142;Eemsmond;7;147500.0;-17500
1143;Eemsmond;8;165000.0;-52500
1144;Eemsmond;9;217500.0;80000
1145;Eemsmond;10;137500.0;-36500
1146;Eemsmond;11;174000.0;7500
1147;Eemsmond;12;166500.0;0
1148;Eersel;1;389000.0;30000
1149;Eersel;2;359000.0;9000
1150;Eersel;3;350000.0;28000
1151;Eersel;4;322000.0;-63000
1152;Eersel;5;385000.0;-15000
1153;Eersel;6;400000.0;500
1154;Eersel;7;399499.5;44499
1155;Eersel;8;355000.0;27750
1156;Eersel;9;327250.0;-48050
1157;Eersel;10;375300.0;-19200
1158;Eersel;11;394500.0;75500
1159;Eersel;12;319000.0;0
1160;Eijsden-Margraten;1;299000.0;-50000
1161;Eijsden-Margraten;2;349000.0;19000
1162;Eijsden-Margraten;3;330000.0;10000
1163;Eijsden-Margraten;4;320000.0;-47400
1164;Eijsden-Margraten;5;367400.0;43400
1165;Eijsden-Margraten;6;324000.0;24100
1166;Eijsden-Margraten;7;299900.0;-7100
1167;Eijsden-Margraten;8;307000.0;24500
1168;Eijsden-Margraten;9;282500.0;-49055
1169;Eijsden-Margraten;10;331555.0;-43445
1170;Eijsden-Margraten;11;375000.0;55000
1171;Eijsden-Margraten;12;320000.0;0
1172;Eindhoven;1;259500.0;-28000
1173;Eindhoven;2;287500.0;-29500
1174;Eindhoven;3;317000.0;28000
1175;Eindhoven;4;289000.0;14000
1176;Eindhoven;5;275000.0;-50000
1177;Eindhoven;6;325000.0;30000
1178;Eindhoven;7;295000.0;-13325
1179;Eindhoven;8;308325.0;33325
1180;Eindhoven;9;275000.0;-2000
1181;Eindhoven;10;277000.0;-8000
1182;Eindhoven;11;285000.0;-40000
1183;Eindhoven;12;325000.0;0
1184;Elburg;1;239500.0;-40000
1185;Elburg;2;279500.0;44750
1186;Elburg;3;234750.0;-34250
1187;Elburg;4;269000.0;34500
1188;Elburg;5;234500.0;-10500
1189;Elburg;6;245000.0;5500
1190;Elburg;7;239500.0;-20000
1191;Elburg;8;259500.0;250
1192;Elburg;9;259250.0;9300
1193;Elburg;10;249950.0;-64550
1194;Elburg;11;314500.0;77500
1195;Elburg;12;237000.0;0
1196;Emmen;1;172250.0;-14750
1197;Emmen;2;187000.0;17500
1198;Emmen;3;169500.0;-1500
1199;Emmen;4;171000.0;1000
1200;Emmen;5;170000.0;-29250
1201;Emmen;6;199250.0;-9750
1202;Emmen;7;209000.0;36750
1203;Emmen;8;172250.0;-11250
1204;Emmen;9;183500.0;4000
1205;Emmen;10;179500.0;-20500
1206;Emmen;11;200000.0;22750
1207;Emmen;12;177250.0;0
1208;Enkhuizen;1;225000.0;-2500
1209;Enkhuizen;2;227500.0;-67000
1210;Enkhuizen;3;294500.0;69500
1211;Enkhuizen;4;225000.0;25000
1212;Enkhuizen;5;200000.0;-22000
1213;Enkhuizen;6;222000.0;-13000
1214;Enkhuizen;7;235000.0;35500
1215;Enkhuizen;8;199500.0;-500
1216;Enkhuizen;9;200000.0;-29000
1217;Enkhuizen;10;229000.0;52750
1218;Enkhuizen;11;176250.0;-18750
1219;Enkhuizen;12;195000.0;0
1220;Enschede;1;212500.0;2500
1221;Enschede;2;210000.0;-2500
1222;Enschede;3;212500.0;13750
1223;Enschede;4;198750.0;-20250
1224;Enschede;5;219000.0;10000
1225;Enschede;6;209000.0;9000
1226;Enschede;7;200000.0;2000
1227;Enschede;8;198000.0;-9000
1228;Enschede;9;207000.0;-17250
1229;Enschede;10;224250.0;25750
1230;Enschede;11;198500.0;13500
1231;Enschede;12;185000.0;0
1232;Epe;1;335000.0;20000
1233;Epe;2;315000.0;-30000
1234;Epe;3;345000.0;45000
1235;Epe;4;300000.0;50000
1236;Epe;5;250000.0;-135000
1237;Epe;6;385000.0;60000
1238;Epe;7;325000.0;16000
1239;Epe;8;309000.0;-6000
1240;Epe;9;315000.0;-14000
1241;Epe;10;329000.0;-20000
1242;Epe;11;349000.0;34500
1243;Epe;12;314500.0;0
1244;Ermelo;1;439500.0;90750
1245;Ermelo;2;348750.0;-13250
1246;Ermelo;3;362000.0;27000
1247;Ermelo;4;335000.0;15500
1248;Ermelo;5;319500.0;30000
1249;Ermelo;6;289500.0;-32500
1250;Ermelo;7;322000.0;52000
1251;Ermelo;8;270000.0;-39500
1252;Ermelo;9;309500.0;-15500
1253;Ermelo;10;325000.0;27000
1254;Ermelo;11;298000.0;-91000
1255;Ermelo;12;389000.0;0
1256;Etten-Leur;1;289000.0;24000
1257;Etten-Leur;2;265000.0;6000
1258;Etten-Leur;3;259000.0;-3500
1259;Etten-Leur;4;262500.0;33500
1260;Etten-Leur;5;229000.0;-50000
1261;Etten-Leur;6;279000.0;24000
1262;Etten-Leur;7;255000.0;-59500
1263;Etten-Leur;8;314500.0;29500
1264;Etten-Leur;9;285000.0;-14000
1265;Etten-Leur;10;299000.0;-1000
1266;Etten-Leur;11;300000.0;51500
1267;Etten-Leur;12;248500.0;0
1268;Ferwerderadiel;1;194250.0;62250
1269;Ferwerderadiel;2;132000.0;-83000
1270;Ferwerderadiel;3;215000.0;-74000
1271;Ferwerderadiel;4;289000.0;109500
1272;Ferwerderadiel;5;179500.0;-3750
1273;Ferwerderadiel;6;183250.0;53250
1274;Ferwerderadiel;7;130000.0;-20000
1275;Ferwerderadiel;8;150000.0;-64750
1276;Ferwerderadiel;9;214750.0;38500
1277;Ferwerderadiel;10;176250.0;-48250
1278;Ferwerderadiel;11;224500.0;-45250
1279;Ferwerderadiel;12;269750.0;0
1280;Geertruidenberg;1;242500.0;10250
1281;Geertruidenberg;2;232250.0;-6750
1282;Geertruidenberg;3;239000.0;-17750
1283;Geertruidenberg;4;256750.0;6750
1284;Geertruidenberg;5;250000.0;15500
1285;Geertruidenberg;6;234500.0;-25500
1286;Geertruidenberg;7;260000.0;31000
1287;Geertruidenberg;8;229000.0;-18000
1288;Geertruidenberg;9;247000.0;-22000
1289;Geertruidenberg;10;269000.0;-11000
1290;Geertruidenberg;11;280000.0;62000
1291;Geertruidenberg;12;218000.0;0
1292;Geldermalsen;1;299250.0;-65750
1293;Geldermalsen;2;365000.0;36000
1294;Geldermalsen;3;329000.0;-36500
1295;Geldermalsen;4;365500.0;46000
1296;Geldermalsen;5;319500.0;-41250
1297;Geldermalsen;6;360750.0;51750
1298;Geldermalsen;7;309000.0;24000
1299;Geldermalsen;8;285000.0;-40000
1300;Geldermalsen;9;325000.0;27000
1301;Geldermalsen;10;298000.0;46000
1302;Geldermalsen;11;252000.0;-93000
1303;Geldermalsen;12;345000.0;0
1304;Geldrop-Mierlo;1;249500.0;-4500
1305;Geldrop-Mierlo;2;254000.0;5000
1306;Geldrop-Mierlo;3;249000.0;0
1307;Geldrop-Mierlo;4;249000.0;-60250
1308;Geldrop-Mierlo;5;309250.0;-90750
1309;Geldrop-Mierlo;6;400000.0;126775
1310;Geldrop-Mierlo;7;273225.0;-5775
1311;Geldrop-Mierlo;8;279000.0;-49625
1312;Geldrop-Mierlo;9;328625.0;3625
1313;Geldrop-Mierlo;10;325000.0;78000
1314;Geldrop-Mierlo;11;247000.0;-2000
1315;Geldrop-Mierlo;12;249000.0;0
1316;Gemert-Bakel;1;312000.0;-15000
1317;Gemert-Bakel;2;327000.0;44500
1318;Gemert-Bakel;3;282500.0;-20750
1319;Gemert-Bakel;4;303250.0;18250
1320;Gemert-Bakel;5;285000.0;-14500
1321;Gemert-Bakel;6;299500.0;-30000
1322;Gemert-Bakel;7;329500.0;50500
1323;Gemert-Bakel;8;279000.0;4250
1324;Gemert-Bakel;9;274750.0;2500
1325;Gemert-Bakel;10;272250.0;-19750
1326;Gemert-Bakel;11;292000.0;-5250
1327;Gemert-Bakel;12;297250.0;0
1328;Gennep;1;224500.0;-14000
1329;Gennep;2;238500.0;-500
1330;Gennep;3;239000.0;7000
1331;Gennep;4;232000.0;-5000
1332;Gennep;5;237000.0;17750
1333;Gennep;6;219250.0;-17750
1334;Gennep;7;237000.0;-15250
1335;Gennep;8;252250.0;-40250
1336;Gennep;9;292500.0;107600
1337;Gennep;10;184900.0;-77600
1338;Gennep;11;262500.0;13500
1339;Gennep;12;249000.0;0
1340;Giessenlanden;1;227250.0;-61250
1341;Giessenlanden;2;288500.0;-82750
1342;Giessenlanden;3;371250.0;92250
1343;Giessenlanden;4;279000.0;29000
1344;Giessenlanden;5;250000.0;16000
1345;Giessenlanden;6;234000.0;-153000
1346;Giessenlanden;7;387000.0;118000
1347;Giessenlanden;8;269000.0;-18000
1348;Giessenlanden;9;287000.0;57500
1349;Giessenlanden;10;229500.0;-12000
1350;Giessenlanden;11;241500.0;4500
1351;Giessenlanden;12;237000.0;0
1352;Gilze en Rijen;1;235000.0;-14000
1353;Gilze en Rijen;2;249000.0;-26000
1354;Gilze en Rijen;3;275000.0;50000
1355;Gilze en Rijen;4;225000.0;-15000
1356;Gilze en Rijen;5;240000.0;-10000
1357;Gilze en Rijen;6;250000.0;-25000
1358;Gilze en Rijen;7;275000.0;0
1359;Gilze en Rijen;8;275000.0;-92500
1360;Gilze en Rijen;9;367500.0;92500
1361;Gilze en Rijen;10;275000.0;26000
1362;Gilze en Rijen;11;249000.0;14000
1363;Gilze en Rijen;12;235000.0;0
1364;Goeree-Overflakkee;1;275000.0;60000
1365;Goeree-Overflakkee;2;215000.0;-27000
1366;Goeree-Overflakkee;3;242000.0;-18000
1367;Goeree-Overflakkee;4;260000.0;1050
1368;Goeree-Overflakkee;5;258950.0;8950
1369;Goeree-Overflakkee;6;250000.0;-29500
1370;Goeree-Overflakkee;7;279500.0;30500
1371;Goeree-Overflakkee;8;249000.0;30000
1372;Goeree-Overflakkee;9;219000.0;-79750
1373;Goeree-Overflakkee;10;298750.0;98750
1374;Goeree-Overflakkee;11;200000.0;-17000
1375;Goeree-Overflakkee;12;217000.0;0
1376;Goes;1;240000.0;-18250
1377;Goes;2;258250.0;33250
1378;Goes;3;225000.0;5250
1379;Goes;4;219750.0;-19750
1380;Goes;5;239500.0;-12750
1381;Goes;6;252250.0;-6750
1382;Goes;7;259000.0;-3000
1383;Goes;8;262000.0;33000
1384;Goes;9;229000.0;19600
1385;Goes;10;209400.0;-34600
1386;Goes;11;244000.0;37000
1387;Goes;12;207000.0;0
1388;Goirle;1;272500.0;-16500
1389;Goirle;2;289000.0;-4500
1390;Goirle;3;293500.0;-5750
1391;Goirle;4;299250.0;-40250
1392;Goirle;5;339500.0;64500
1393;Goirle;6;275000.0;-7000
1394;Goirle;7;282000.0;-50500
1395;Goirle;8;332500.0;37500
1396;Goirle;9;295000.0;9250
1397;Goirle;10;285750.0;-39250
1398;Goirle;11;325000.0;26000
1399;Goirle;12;299000.0;0
1400;Gooise Meren;1;369000.0;4000
1401;Gooise Meren;2;365000.0;-57500
1402;Gooise Meren;3;422500.0;-26500
1403;Gooise Meren;4;449000.0;-76000
1404;Gooise Meren;5;525000.0;30000
1405;Gooise Meren;6;495000.0;170000
1406;Gooise Meren;7;325000.0;-27500
1407;Gooise Meren;8;352500.0;-159000
1408;Gooise Meren;9;511500.0;52000
1409;Gooise Meren;10;459500.0;-90000
1410;Gooise Meren;11;549500.0;169500
1411;Gooise Meren;12;380000.0;0
1412;Gorinchem;1;243500.0;-22750
1413;Gorinchem;2;266250.0;4250
1414;Gorinchem;3;262000.0;-7000
1415;Gorinchem;4;269000.0;29250
1416;Gorinchem;5;239750.0;-89750
1417;Gorinchem;6;329500.0;100750
1418;Gorinchem;7;228750.0;-10750
1419;Gorinchem;8;239500.0;-110000
1420;Gorinchem;9;349500.0;117250
1421;Gorinchem;10;232250.0;-7500
1422;Gorinchem;11;239750.0;-40150
1423;Gorinchem;12;279900.0;0
1424;Gouda;1;198000.0;-2000
1425;Gouda;2;200000.0;-25000
1426;Gouda;3;225000.0;16000
1427;Gouda;4;209000.0;-41750
1428;Gouda;5;250750.0;13250
1429;Gouda;6;237500.0;22500
1430;Gouda;7;215000.0;15000
1431;Gouda;8;200000.0;-25000
1432;Gouda;9;225000.0;-10000
1433;Gouda;10;235000.0;16000
1434;Gouda;11;219000.0;-10500
1435;Gouda;12;229500.0;0
1436;Grave;1;203250.0;-98750
1437;Grave;2;302000.0;73000
1438;Grave;3;229000.0;-4250
